age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,year_birth,salary,remote_work
32,No,Unknown,802.09,Sales,7,5,Marketing,1,1446.0,4,Male,97.0,3,2,Sales Executive,4,Unknown,9204.0,23343,4,No,12,3,3,40,1,7.0,3,2.77,4,0,3,1991,288750.68,Yes
33,No,Unknown,802.09,Sales,7,3,Medical,1,1477.0,4,Male,54.0,3,2,Sales Executive,1,Unknown,4373.0,17456,0,No,14,3,1,40,2,5.0,2,3.0,4,0,3,1990,288750.68,No
29,Yes,Unknown,115.0,Sales,13,3,Other,1,1487.0,1,Female,51.0,3,2,Sales Executive,2,Single,6463.92,17485,5,No,11,3,1,40,0,7.0,4,1.0,5,0,0,1994,41400.0,No
30,No,Unknown,802.09,Research & Development,16,3,Life Sciences,1,1499.0,3,Male,46.0,3,1,Human Resources,3,Unknown,2064.0,15428,0,No,21,4,1,40,1,6.0,3,4.0,5,1,3,1993,288750.68,No
23,No,Unknown,507.0,Research & Development,11,1,Life Sciences,1,1533.0,11,Male,97.0,3,2,Laboratory Technician,3,Single,6463.92,24812,0,No,14,3,2,40,0,5.0,2,3.0,4,1,2,2000,182520.0,No
33,No,Unknown,575.0,Research & Development,25,3,Other,1,1545.0,4,Male,44.0,2,2,Manufacturing Director,2,Unknown,6463.92,24152,1,No,13,3,4,40,0,5.0,2,3.0,5,0,2,1990,207000.0,Yes
35,No,Unknown,802.09,Sales,28,4,Other,1,1554.0,2,Female,98.0,2,1,Sales Representative,3,Married,2430.0,26204,0,No,23,4,1,40,2,6.0,5,3.0,5,4,2,1988,288750.68,Yes
38,No,travel frequently,888.0,Research & Development,10,4,Other,1,1563.0,3,Male,71.0,3,2,Human Resources,3,Unknown,6463.92,14814,3,No,11,3,3,40,0,10.0,2,3.0,6,1,2,1985,319680.0,Yes
28,No,Unknown,580.0,Research & Development,27,3,Other,1,1622.0,2,Female,39.0,1,2,Manufacturing Director,1,Divorced,4877.0,20460,0,No,21,4,2,40,1,6.0,5,2.0,5,0,0,1995,208800.0,Yes
37,No,Unknown,671.0,Research & Development,19,3,Life Sciences,1,1631.0,3,Male,85.0,3,2,Manufacturing Director,3,Unknown,6463.92,26493,3,No,17,3,1,40,3,11.25,2,2.0,4,0,2,1986,241560.0,No
24,No,Unknown,567.0,Research & Development,2,1,Technical Degree,1,1646.0,1,Female,32.0,3,1,Research Scientist,4,Unknown,3760.0,17218,1,No,13,3,3,40,0,6.0,2,3.0,6,1,3,1999,204120.0,No
36,No,Unknown,311.0,Research & Development,7,3,Other,1,1659.0,1,Male,77.0,3,1,Laboratory Technician,2,Unknown,2013.0,10950,2,No,11,3,3,40,0,11.25,4,3.0,4,1,3,1987,111960.0,Yes
53,No,travel rarely,1395.0,Research & Development,24,4,Medical,1,1689.0,2,Male,48.0,4,3,Healthcare Representative,4,Married,6463.92,3458,3,No,15,3,3,40,0,11.0,2,3.0,4,1,2,1970,502200.0,No
37,No,travel frequently,1278.0,Sales,1,4,Other,1,1700.0,3,Male,31.0,1,2,Sales Executive,4,Unknown,6463.92,7677,1,No,14,3,3,40,2,6.0,2,2.0,6,1,3,1986,460080.0,Yes
32,No,travel rarely,371.0,Sales,19,3,Other,1,1739.0,4,Male,80.0,1,3,Sales Executive,3,Married,6463.92,3840,3,No,13,3,3,40,1,11.25,2,1.0,4,0,2,1991,133560.0,No
42,No,travel rarely,855.0,Research & Development,12,3,Medical,1,1768.0,2,Male,57.0,3,1,Laboratory Technician,2,Divorced,2766.0,8952,8,No,22,4,2,40,3,7.0,6,2.0,5,0,4,1981,307800.0,Yes
41,No,Unknown,548.0,Research & Development,9,4,Life Sciences,1,1772.0,3,Male,94.0,3,1,Laboratory Technician,1,Divorced,6463.92,20520,1,No,20,4,2,40,2,5.0,2,3.0,5,0,4,1982,197280.0,Yes
44,Yes,Unknown,429.0,Research & Development,1,2,Other,1,1792.0,3,Male,99.0,3,1,Research Scientist,2,Unknown,6463.92,11092,1,Yes,12,3,3,40,3,11.25,2,2.0,5,2,3,1979,154440.0,Yes
39,No,Unknown,1253.0,Research & Development,10,1,Medical,1,1800.0,3,Male,65.0,3,3,Research Director,3,Single,6463.92,7914,7,No,21,4,3,40,0,11.25,3,3.0,4,2,2,1984,451080.0,Yes
40,No,Unknown,1194.0,Research & Development,1,3,Other,1,1822.0,3,Female,52.0,3,2,Healthcare Representative,4,Unknown,6513.0,9060,4,No,17,3,4,40,1,12.0,3,3.0,5,0,3,1983,429840.0,Yes
42,No,Unknown,355.0,Research & Development,10,4,Technical Degree,1,1854.0,3,Male,38.0,3,1,Research Scientist,3,Married,6463.92,6161,3,No,22,4,2,40,2,10.0,1,2.0,6,3,3,1981,127800.0,No
34,No,travel rarely,1480.0,Sales,4,3,Other,1,1882.0,3,Male,64.0,3,3,Sales Executive,4,Married,6463.92,24444,2,Yes,13,3,4,40,3,9.0,3,3.0,5,1,0,1989,532800.0,Yes
37,No,travel rarely,783.0,Research & Development,7,4,Medical,1,1885.0,4,Male,78.0,3,2,Research Scientist,1,Unknown,4284.0,13588,5,No,22,4,3,40,1,16.0,2,3.0,5,0,4,1986,281880.0,Yes
27,No,Unknown,1354.0,Research & Development,2,4,Technical Degree,1,1931.0,2,Male,41.0,3,1,Research Scientist,2,Unknown,2226.0,6073,1,No,11,3,3,40,1,6.0,3,2.0,5,1,2,1996,487440.0,No
35,No,travel rarely,682.0,Sales,18,4,Other,1,1945.0,2,Male,71.0,3,2,Sales Executive,1,Unknown,5561.0,15975,0,No,16,3,4,40,1,11.25,2,1.0,5,0,4,1988,245520.0,Yes
28,No,non travel,1103.0,Research & Development,16,3,Medical,1,1947.0,3,Male,49.0,3,1,Research Scientist,3,Single,2144.0,2122,1,No,14,3,3,40,0,5.0,3,2.0,5,1,4,1995,397080.0,Yes
29,No,Unknown,136.0,Research & Development,1,3,Life Sciences,1,1954.0,1,Male,89.0,3,2,Healthcare Representative,1,Married,5373.0,6225,0,No,12,3,1,40,1,6.0,5,2.0,5,0,2,1994,48960.0,No
54,No,Unknown,155.0,Research & Development,9,2,Other,1,1969.0,1,Female,67.0,3,2,Research Scientist,3,Married,2897.0,22474,3,No,11,3,3,40,2,9.0,6,2.0,4,2,3,1969,55800.0,No
24,No,travel rarely,771.0,Research & Development,41,2,Life Sciences,1,1981.0,41,Male,45.0,2,2,Healthcare Representative,3,Single,6463.92,14120,1,No,12,3,2,40,0,4.0,2,2.0,4,1,2,1999,277560.0,Yes
38,No,travel frequently,508.0,Research & Development,6,4,Other,1,1997.0,1,Male,72.0,2,2,Manufacturing Director,3,Married,5321.0,14284,2,No,11,3,4,40,1,10.0,1,3.0,8,7,7,1985,182880.0,No
42,No,Unknown,557.0,Research & Development,18,4,Other,1,1998.0,4,Male,35.0,3,2,Research Scientist,1,Unknown,5410.0,11189,6,No,17,3,3,40,1,9.0,3,2.0,4,1,2,1981,200520.0,Yes
41,No,Unknown,642.0,Research & Development,1,3,Life Sciences,1,1999.0,4,Male,76.0,3,1,Research Scientist,4,Unknown,2782.0,21412,3,No,22,3,1,40,1,11.25,3,3.0,5,1,0,1982,231120.0,Yes
25,No,travel rarely,1382.0,Sales,8,2,Other,1,2018.0,1,Female,85.0,3,2,Sales Executive,3,Unknown,6463.92,13684,0,Yes,22,4,2,40,1,6.0,3,2.0,5,0,4,1998,497520.0,Yes
50,Yes,Unknown,878.0,Sales,1,4,Other,1,2044.0,2,Male,94.0,3,2,Sales Executive,3,Unknown,6463.92,14255,7,No,12,3,4,40,2,12.0,3,2.77,6,0,1,1973,316080.0,Yes
45,No,Unknown,374.0,Sales,20,3,Other,1,2046.0,4,Female,50.0,3,2,Sales Executive,3,Unknown,4850.0,23333,8,No,15,3,3,40,0,11.25,3,3.0,5,0,1,1978,134640.0,Yes
35,No,travel rarely,287.0,Research & Development,1,4,Other,1,2052.0,3,Female,62.0,1,1,Research Scientist,4,Married,6463.92,8952,1,No,12,3,4,40,1,4.0,5,3.0,4,1,1,1988,103320.0,Yes
29,No,travel rarely,802.09,Research & Development,13,2,Other,1,2053.0,4,Male,46.0,2,2,Laboratory Technician,2,Unknown,6463.92,23679,4,No,13,3,1,40,1,10.0,2,3.0,4,0,3,1994,288750.68,No
34,No,Unknown,802.09,Research & Development,8,3,Other,1,2068.0,2,Male,82.0,4,2,Laboratory Technician,3,Unknown,4404.0,10228,2,No,12,3,1,40,0,11.25,3,4.0,4,1,2,1989,288750.68,Yes
27,No,travel rarely,591.0,Research & Development,2,1,Other,1,7.0,1,Male,40.0,3,1,Laboratory Technician,2,Married,6463.92,16632,9,No,12,3,4,40,1,6.0,3,3.0,2,2,2,1996,212760.0,No
31,No,Unknown,670.0,Research & Development,26,1,Other,1,16.0,1,Male,65.97,3,1,Research Scientist,3,Divorced,6463.92,15170,1,No,17,3,4,40,1,5.0,1,2.0,5,4,3,1992,241200.0,Yes
34,No,travel rarely,1346.0,Research & Development,38,2,Other,1,18.0,2,Male,93.0,3,1,Laboratory Technician,4,Divorced,6463.92,8758,0,No,11,3,3,40,1,3.0,2,3.0,2,1,2,1989,484560.0,Yes
28,Yes,travel rarely,103.0,Research & Development,24,3,Life Sciences,1,19.0,3,Male,50.0,2,1,Laboratory Technician,3,Single,6463.92,12947,5,Yes,14,3,2,40,0,6.0,4,3.0,4,0,3,1995,37080.0,Yes
32,No,travel rarely,334.0,Research & Development,5,2,Other,1,21.0,1,Male,80.0,4,1,Research Scientist,2,Divorced,6463.92,15053,0,Yes,12,3,4,40,2,7.0,5,2.0,6,0,5,1991,120240.0,Yes
38,No,Unknown,371.0,Research & Development,2,3,Life Sciences,1,24.0,4,Male,45.0,3,1,Research Scientist,4,Single,3944.0,4306,5,Yes,11,3,3,40,0,6.0,3,3.0,3,1,2,1985,133560.0,Yes
24,No,Unknown,673.0,Research & Development,11,2,Other,1,26.0,1,Female,96.0,4,2,Manufacturing Director,3,Unknown,6463.92,8232,0,No,18,3,4,40,1,5.0,5,2.0,4,1,3,1999,242280.0,Yes
34,Yes,Unknown,699.0,Research & Development,6,1,Other,1,31.0,2,Male,83.0,3,1,Research Scientist,1,Single,2960.0,17102,2,No,11,3,3,40,0,11.25,2,3.0,4,1,3,1989,251640.0,Yes
32,Yes,travel frequently,802.09,Research & Development,16,1,Other,1,33.0,2,Female,72.0,1,1,Research Scientist,1,Unknown,6463.92,4681,1,No,22,3,2,40,0,11.25,5,3.0,10,6,7,1991,288750.68,No
46,No,travel rarely,705.0,Research & Development,2,4,Marketing,1,38.0,2,Female,83.0,3,5,Manager,1,Single,18947.0,22822,3,No,12,3,4,40,0,22.0,2,2.0,2,2,1,1977,253800.0,No
44,No,Unknown,1459.0,Research & Development,10,4,Other,1,40.0,4,Male,41.0,3,2,Healthcare Representative,4,Married,6465.0,19121,2,No,13,3,4,40,0,11.25,5,4.0,4,1,3,1979,525240.0,No
50,Yes,travel rarely,802.09,Sales,3,2,Other,1,47.0,1,Male,86.0,2,1,Sales Representative,3,Married,2683.0,3810,1,No,14,3,3,40,0,3.0,2,3.0,3,0,2,1973,288750.68,Yes
35,No,Unknown,890.0,Sales,2,3,Marketing,1,49.0,4,Female,97.0,3,1,Sales Representative,4,Married,2014.0,9687,1,No,13,3,1,40,0,2.0,3,3.0,2,2,2,1988,320400.0,Yes
28,Yes,Unknown,1434.0,Research & Development,5,4,Other,1,65.0,3,Male,50.0,3,1,Laboratory Technician,3,Single,3441.0,11179,1,Yes,13,3,3,40,0,2.0,3,2.0,2,2,2,1995,516240.0,Yes
26,No,Unknown,1443.0,Sales,22,3,Other,1,72.0,22,Female,47.0,2,2,Sales Executive,4,Married,6463.92,21436,7,Yes,19,3,3,40,1,5.0,2,2.0,2,0,0,1997,519480.0,No
35,No,Unknown,664.0,Research & Development,31,3,Medical,1,88.0,2,Male,79.0,3,1,Research Scientist,1,Married,6463.92,5868,4,No,13,3,4,40,1,5.0,2,2.0,3,1,2,1988,239040.0,Yes
37,No,travel rarely,397.0,Research & Development,20,4,Medical,1,102.0,1,Male,30.0,3,3,Research Director,3,Unknown,13664.0,25258,4,No,13,3,1,40,0,11.25,3,4.0,5,0,2,1986,142920.0,Yes
46,No,travel rarely,802.09,Research & Development,38,2,Medical,1,103.0,38,Male,80.0,3,2,Human Resources,2,Divorced,5021.0,10425,8,Yes,22,4,4,40,1,11.25,2,3.0,4,0,2,1977,288750.68,Yes
34,No,travel rarely,1153.0,Research & Development,1,2,Medical,1,110.0,1,Male,94.0,3,2,Manufacturing Director,2,Married,6463.92,17736,1,No,15,3,3,40,0,11.25,2,3.0,5,1,3,1989,415080.0,Yes
51,No,travel rarely,432.0,Research & Development,9,4,Other,1,116.0,4,Male,96.0,3,1,Laboratory Technician,4,Unknown,6463.92,18725,3,No,23,4,2,40,2,10.0,4,3.0,4,0,3,1972,155520.0,Yes
24,No,travel rarely,1353.0,Sales,3,2,Other,1,128.0,1,Female,33.0,3,2,Sales Executive,3,Married,6463.92,17519,0,No,21,4,1,40,1,4.0,2,2.0,3,0,2,1999,487080.0,Yes
44,No,Unknown,489.0,Research & Development,23,3,Other,1,132.0,2,Male,65.97,3,2,Laboratory Technician,2,Married,6463.92,25043,4,No,12,3,3,40,1,11.25,3,4.0,3,1,2,1979,176040.0,Yes
37,Yes,travel rarely,807.0,Research & Development,6,4,Human Resources,1,133.0,3,Male,63.0,3,1,Human Resources,1,Divorced,6463.92,23648,4,No,22,4,4,40,0,11.25,3,3.0,3,0,2,1986,290520.0,Yes
25,No,Unknown,1280.0,Research & Development,7,1,Other,1,143.0,4,Male,65.97,2,1,Research Scientist,4,Married,6463.92,26897,1,No,11,3,3,40,2,11.25,2,2.77,2,2,1,1998,460800.0,Yes
43,No,Unknown,957.0,Research & Development,26,3,Medical,1,171.0,2,Female,72.0,4,1,Research Scientist,3,Single,4739.0,16090,4,No,12,3,4,40,0,11.25,2,3.0,3,1,2,1980,344520.0,Yes
31,Yes,travel rarely,542.0,Sales,20,3,Other,1,175.0,2,Female,71.0,1,2,Sales Executive,3,Unknown,6463.92,24788,3,Yes,11,3,3,40,1,4.0,2,3.0,2,2,2,1992,195120.0,Yes
36,No,Unknown,216.0,Research & Development,6,2,Medical,1,178.0,2,Male,84.0,3,2,Manufacturing Director,2,Divorced,6463.92,2819,6,No,20,4,4,40,2,7.0,0,3.0,3,0,1,1987,77760.0,No
51,Yes,travel frequently,1150.0,Research & Development,16,4,Other,1,179.0,1,Male,53.0,1,3,Manufacturing Director,4,Unknown,10650.0,25150,2,No,15,3,4,40,0,18.0,2,3.0,4,0,3,1972,414000.0,No
38,No,travel rarely,364.0,Research & Development,3,5,Technical Degree,1,193.0,4,Female,32.0,3,2,Research Scientist,3,Unknown,4317.0,2302,3,Yes,20,4,2,40,0,19.0,2,2.77,3,2,2,1985,131040.0,No
30,No,travel rarely,201.0,Research & Development,5,3,Technical Degree,1,197.0,4,Female,84.0,3,1,Research Scientist,1,Divorced,6463.92,10415,5,No,14,3,4,40,1,8.0,3,3.0,3,2,2,1993,72360.0,Yes
27,No,non travel,691.0,Research & Development,9,3,Medical,1,218.0,4,Male,57.0,3,1,Research Scientist,2,Unknown,2024.0,5970,6,No,18,3,4,40,1,11.25,1,1.0,2,2,2,1996,248760.0,Yes
28,No,Unknown,440.0,Research & Development,21,3,Medical,1,221.0,3,Male,42.0,3,1,Research Scientist,4,Married,6463.92,6672,1,No,11,3,3,40,1,5.0,2,1.0,5,0,2,1995,158400.0,Yes
27,No,Unknown,1157.0,Research & Development,17,3,Other,1,233.0,3,Male,51.0,3,1,Research Scientist,2,Unknown,3058.0,13364,0,No,16,3,4,40,1,6.0,3,2.0,5,1,1,1996,416520.0,Yes
56,No,travel rarely,713.0,Research & Development,8,3,Life Sciences,1,241.0,3,Female,67.0,3,1,Research Scientist,1,Divorced,6463.92,13939,4,No,18,3,3,40,1,11.25,3,2.77,2,2,2,1967,256680.0,Yes
38,No,travel rarely,802.09,Research & Development,9,2,Other,1,245.0,3,Female,75.0,3,1,Laboratory Technician,4,Single,6463.92,6319,1,No,12,3,3,40,0,11.25,3,2.77,2,2,1,1985,288750.68,Yes
31,No,travel rarely,140.0,Research & Development,12,1,Medical,1,246.0,3,Female,95.0,3,1,Research Scientist,4,Unknown,3929.0,6984,8,No,23,4,3,40,1,7.0,0,3.0,4,0,2,1992,50400.0,Yes
34,No,travel rarely,629.0,Research & Development,27,2,Medical,1,247.0,4,Female,95.0,3,1,Research Scientist,2,Unknown,6463.92,5711,2,No,15,3,4,40,0,9.0,3,3.0,3,1,2,1989,226440.0,Yes
50,No,Unknown,328.0,Research & Development,1,3,Other,1,249.0,3,Male,86.0,2,1,Laboratory Technician,3,Unknown,6463.92,3425,2,No,15,3,4,40,1,11.25,2,2.0,3,0,2,1973,118080.0,No
53,No,Unknown,1084.0,Research & Development,13,2,Other,1,250.0,4,Female,65.97,4,2,Manufacturing Director,1,Divorced,6463.92,26250,1,No,11,3,3,40,2,5.0,3,3.0,4,1,3,1970,390240.0,No
35,No,travel frequently,802.09,Research & Development,24,3,Medical,1,269.0,2,Female,37.0,3,2,Laboratory Technician,2,Single,4425.0,15986,5,No,11,3,4,40,0,11.25,5,3.0,6,1,2,1988,288750.68,Yes
40,No,Unknown,1151.0,Research & Development,10,5,Life Sciences,1,287.0,4,Male,63.0,2,2,Healthcare Representative,4,Unknown,6463.92,14242,9,No,14,3,4,40,1,5.0,5,1.0,3,0,2,1983,414360.0,Yes
46,No,Unknown,644.0,Research & Development,1,4,Other,1,288.0,4,Male,65.97,3,3,Healthcare Representative,1,Unknown,6463.92,12368,7,No,16,3,3,40,1,17.0,3,3.0,4,0,3,1977,231840.0,Yes
30,Yes,Unknown,1005.0,Research & Development,3,3,Technical Degree,1,297.0,4,Female,88.0,3,1,Research Scientist,1,Unknown,2657.0,8556,5,Yes,11,3,3,40,0,8.0,5,3.0,5,0,4,1993,361800.0,Yes
54,No,Unknown,1147.0,Sales,3,3,Other,1,303.0,4,Female,52.0,3,2,Sales Executive,1,Married,5940.0,17011,2,No,14,3,4,40,1,16.0,4,3.0,6,0,5,1969,412920.0,No
33,No,travel rarely,147.0,Research & Development,4,4,Other,1,305.0,3,Female,47.0,2,1,Research Scientist,2,Married,2622.0,13248,6,No,21,4,4,40,0,11.25,3,3.0,3,1,1,1990,52920.0,Yes
52,No,travel rarely,1323.0,Research & Development,2,3,Other,1,316.0,3,Female,89.0,2,1,Laboratory Technician,4,Single,3212.0,3300,7,No,15,3,2,40,0,11.25,3,2.0,2,2,2,1971,476280.0,Yes
39,No,Unknown,1431.0,Research & Development,24,4,Medical,1,332.0,24,Female,96.0,3,1,Laboratory Technician,3,Divorced,6463.92,15417,7,No,14,3,3,40,3,7.0,1,3.0,3,1,2,1984,515160.0,No
31,No,Unknown,1327.0,Research & Development,3,4,Medical,1,337.0,2,Male,73.0,3,3,Research Director,3,Divorced,6463.92,13523,9,No,12,3,1,40,1,11.25,3,3.0,2,2,2,1992,477720.0,Yes
33,No,travel rarely,832.0,Research & Development,5,4,Life Sciences,1,338.0,3,Female,63.0,2,1,Research Scientist,4,Married,2911.0,14776,1,No,13,3,3,40,1,2.0,2,2.0,2,0,2,1990,299520.0,Yes
45,No,Unknown,1199.0,Research & Development,23,4,Life Sciences,1,341.0,1,Male,77.0,4,2,Manufacturing Director,3,Unknown,6463.92,5118,4,No,17,3,4,40,1,9.0,1,3.0,3,0,2,1978,431640.0,Yes
42,No,Unknown,916.0,Research & Development,17,2,Other,1,347.0,4,Female,82.0,4,2,Research Scientist,1,Single,6463.92,23016,3,Yes,13,3,3,40,0,11.25,1,3.0,3,0,2,1981,329760.0,Yes
29,No,Unknown,1247.0,Sales,19,2,Marketing,1,349.0,4,Male,45.0,3,2,Sales Executive,4,Divorced,6931.0,10732,2,No,14,3,4,40,1,11.25,2,3.0,3,0,2,1994,448920.0,No
25,No,travel rarely,685.0,Research & Development,1,3,Other,1,350.0,1,Female,62.0,3,2,Manufacturing Director,3,Married,6463.92,7505,0,No,12,3,4,40,2,5.0,3,3.0,4,1,2,1998,246600.0,No
32,No,Unknown,128.0,Research & Development,2,1,Other,1,362.0,4,Male,84.0,2,2,Laboratory Technician,1,Unknown,2176.0,19737,4,No,13,3,4,40,0,9.0,5,3.0,6,0,4,1991,46080.0,No
21,No,travel rarely,996.0,Research & Development,3,2,Other,1,379.0,4,Male,100.0,2,1,Research Scientist,3,Single,3230.0,10531,1,No,17,3,1,40,0,11.25,4,4.0,3,1,0,2002,358560.0,No
37,No,non travel,728.0,Research & Development,1,4,Medical,1,380.0,1,Female,80.0,3,3,Research Director,4,Divorced,6463.92,11677,2,Yes,18,3,1,40,2,11.25,2,3.0,5,0,2,1986,262080.0,No
38,No,travel rarely,688.0,Research & Development,23,4,Life Sciences,1,393.0,4,Male,82.0,3,2,Healthcare Representative,4,Unknown,6463.92,18899,9,No,14,3,2,40,1,11.25,2,3.0,2,1,2,1985,247680.0,No
26,Yes,travel rarely,1449.0,Research & Development,16,4,Medical,1,394.0,1,Male,45.0,3,1,Laboratory Technician,2,Divorced,6463.92,14180,2,Yes,13,3,4,40,1,11.25,2,3.0,3,0,2,1997,521640.0,No
49,No,Unknown,636.0,Research & Development,10,4,Life Sciences,1,396.0,3,Female,65.97,3,5,Research Director,1,Single,18665.0,25594,9,Yes,11,3,4,40,0,11.25,4,3.0,3,1,2,1974,228960.0,Yes
37,No,travel frequently,889.0,Research & Development,9,3,Medical,1,403.0,2,Male,53.0,3,1,Research Scientist,4,Married,6463.92,11411,1,No,12,3,3,40,3,11.25,3,2.0,4,1,2,1986,320040.0,No
31,No,travel rarely,691.0,Research & Development,11,4,Other,1,423.0,11,Male,86.0,3,1,Research Scientist,4,Married,6463.92,10077,0,No,12,3,3,40,1,11.25,4,3.0,5,0,3,1992,248760.0,Yes
31,No,travel rarely,106.0,Research & Development,2,3,Human Resources,1,424.0,1,Male,62.0,2,2,Human Resources,1,Unknown,6410.0,17822,3,No,12,3,4,40,0,11.25,1,3.0,2,1,0,1992,38160.0,No
52,Yes,Unknown,723.0,Research & Development,17,4,Medical,1,433.0,17,Male,85.0,2,2,Research Scientist,2,Unknown,4941.0,17747,2,No,15,3,1,40,0,11.0,3,2.0,8,7,7,1971,260280.0,No
28,Yes,Unknown,1157.0,Research & Development,2,4,Medical,1,440.0,1,Male,84.0,1,1,Research Scientist,4,Married,6463.92,24737,5,Yes,13,3,4,40,0,11.25,4,2.0,3,2,2,1995,416520.0,Yes
47,No,travel rarely,1482.0,Research & Development,5,5,Other,1,447.0,4,Male,42.0,3,5,Research Director,3,Married,6463.92,16375,4,No,11,3,2,40,1,21.0,2,3.0,3,1,1,1976,533520.0,No
29,No,Unknown,738.0,Research & Development,9,5,Other,1,455.0,2,Male,30.0,2,1,Laboratory Technician,4,Unknown,3983.0,7621,0,No,17,3,3,40,0,4.0,2,2.77,3,2,2,1994,265680.0,Yes
37,No,Unknown,1192.0,Research & Development,5,2,Medical,1,460.0,4,Male,61.0,3,2,Manufacturing Director,4,Unknown,6347.0,23177,7,No,16,3,3,40,2,8.0,2,2.0,6,0,4,1986,429120.0,Yes
23,No,Unknown,1309.0,Research & Development,26,1,Other,1,465.0,3,Male,83.0,3,1,Research Scientist,4,Unknown,2904.0,16092,1,No,12,3,3,40,2,11.25,2,2.0,4,0,2,2000,471240.0,No
42,No,travel rarely,544.0,Research & Development,2,1,Other,1,470.0,3,Male,52.0,3,1,Human Resources,3,Divorced,2696.0,24017,0,Yes,11,3,3,40,1,4.0,5,3.0,3,1,0,1981,195840.0,No
30,No,Unknown,641.0,Sales,25,2,Other,1,475.0,4,Female,85.0,3,2,Sales Executive,3,Unknown,6463.92,6069,7,No,12,3,2,40,1,4.0,2,4.0,2,2,2,1993,230760.0,No
21,Yes,Unknown,756.0,Sales,31,1,Other,1,478.0,1,Female,99.0,2,1,Sales Representative,2,Single,2174.0,9150,1,No,11,3,3,40,0,3.0,3,3.0,3,1,2,2002,272160.0,Yes
57,No,travel rarely,593.0,Research & Development,1,4,Medical,1,482.0,4,Male,88.0,3,2,Healthcare Representative,3,Unknown,6755.0,2967,2,No,11,3,3,40,0,11.25,2,3.0,3,1,2,1966,213480.0,Yes
29,No,Unknown,1283.0,Research & Development,17,3,Other,1,495.0,17,Male,54.0,3,1,Research Scientist,4,Unknown,6463.92,18168,9,No,16,3,4,40,0,6.0,4,3.0,3,1,2,1994,461880.0,No
36,No,travel rarely,329.0,Research & Development,2,3,Other,1,501.0,4,Female,96.0,3,1,Research Scientist,3,Married,2543.0,11868,4,No,13,3,2,40,1,11.25,3,3.0,2,2,2,1987,118440.0,Yes
34,Yes,non travel,1362.0,Sales,19,3,Marketing,1,502.0,1,Male,67.0,4,2,Sales Executive,4,Unknown,5304.0,4652,8,Yes,13,3,2,40,0,11.25,3,2.0,5,0,4,1989,490320.0,Yes
24,No,Unknown,1371.0,Sales,10,4,Marketing,1,507.0,4,Female,77.0,3,2,Sales Executive,3,Divorced,6463.92,5915,1,Yes,12,3,4,40,1,11.25,2,4.0,5,0,3,1999,493560.0,Yes
42,No,Unknown,201.0,Research & Development,1,4,Other,1,517.0,2,Female,65.97,3,1,Laboratory Technician,1,Unknown,6463.92,20490,3,No,16,3,2,40,1,8.0,5,3.0,5,1,2,1981,72360.0,Yes
54,No,Unknown,821.0,Research & Development,5,2,Medical,1,522.0,1,Male,86.0,3,5,Research Director,1,Married,19406.0,8509,4,No,11,3,3,40,1,24.0,4,2.0,4,1,2,1969,295560.0,No
34,No,Unknown,1381.0,Sales,4,4,Other,1,523.0,3,Female,72.0,3,2,Sales Executive,3,Married,6538.0,12740,9,No,15,3,1,40,1,11.25,3,3.0,3,1,2,1989,497160.0,Yes
43,No,Unknown,313.0,Research & Development,21,3,Other,1,525.0,4,Male,61.0,3,1,Laboratory Technician,4,Unknown,2258.0,15238,7,No,20,4,1,40,1,11.25,1,3.0,3,1,2,1980,112680.0,Yes
43,No,travel rarely,1473.0,Research & Development,8,4,Other,1,526.0,3,Female,74.0,3,2,Healthcare Representative,3,Unknown,6463.92,2227,4,Yes,14,3,4,40,0,11.25,3,3.0,5,0,2,1980,530280.0,Yes
31,No,travel rarely,329.0,Research & Development,1,2,Other,1,530.0,4,Male,98.0,2,1,Laboratory Technician,1,Married,2218.0,16193,1,No,12,3,3,40,1,4.0,3,2.77,4,3,2,1992,118440.0,No
45,No,Unknown,192.0,Research & Development,10,2,Life Sciences,1,544.0,1,Male,69.0,3,1,Research Scientist,4,Married,2654.0,9655,3,No,21,3,4,40,2,8.0,3,2.0,2,0,2,1978,69120.0,Yes
34,Yes,travel frequently,296.0,Sales,6,2,Other,1,555.0,4,Female,33.0,1,1,Sales Representative,3,Unknown,6463.92,12253,0,No,16,3,4,40,1,3.0,3,2.0,2,1,0,1989,106560.0,Yes
29,No,Unknown,986.0,Research & Development,3,4,Other,1,564.0,2,Male,93.0,2,3,Research Director,3,Unknown,11935.0,21526,1,No,18,3,3,40,0,11.25,2,3.0,10,0,7,1994,354960.0,Yes
46,No,Unknown,1125.0,Sales,10,3,Marketing,1,580.0,3,Female,94.0,2,3,Sales Executive,4,Unknown,6463.92,11563,2,No,19,3,3,40,1,15.0,3,3.0,3,1,2,1977,405000.0,No
30,No,travel rarely,413.0,Sales,7,1,Marketing,1,585.0,4,Male,57.0,3,1,Sales Representative,2,Single,6463.92,18398,0,No,14,3,1,40,0,11.25,3,3.0,3,1,2,1993,148680.0,Yes
