age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,year_birth,salary,remote_work
26,No,Unknown,921.0,Research & Development,26,1,Medical,1,1068.0,1,1,66,2,1,Research Scientist,3,Unknown,,25265.0,1,Yes,No,13,3.0,3,80.0,2,,5,3.0,5,1,3,1997,1000000000.0,No
28,No,Unknown,802.0852348993288,Research & Development,42,1,Other,1,1136.0,42,0,67,2,1,Research Scientist,2,Married,,19911.0,0,Yes,No,17,3.0,1,80.0,0,,2,1.0,5,0,4,1995,1000000000.0,Yes
30,No,travel rarely,852.0,Sales,10,3,Marketing,1,1179.0,3,0,72,2,2,Sales Executive,3,Married,,2706.0,1,Yes,No,18,3.0,1,,1,,3,3.0,10,1,4,1993,1000000000.0,No
43,Yes,Unknown,1372.0,Sales,9,3,Other,1,1188.0,1,1,85,1,2,Sales Executive,3,Single,,9489.0,8,Yes,No,13,,2,,0,7.0,2,2.0,4,1,3,1980,1000000000.0,Yes
30,No,travel rarely,1329.0,Sales,29,4,Life Sciences,1,1211.0,3,0,61,3,2,Sales Executive,1,Divorced,4115.0,13192.0,8,Yes,No,19,3.0,3,,3,8.0,3,3.0,4,0,3,1993,1000000000.0,No
46,No,travel rarely,150.0,Research & Development,2,4,Technical Degree,1,1228.0,4,0,60,3,2,Manufacturing Director,4,Divorced,,17433.0,2,Yes,No,11,3.0,3,,1,,3,2.0,6,1,4,1977,1000000000.0,Yes
42,No,non travel,802.0852348993288,Research & Development,2,5,Other,1,1231.0,4,0,79,4,2,Human Resources,1,Married,6272.0,12858.0,7,Yes,No,16,3.0,1,,1,,3,4.0,4,0,3,1981,1000000000.0,Yes
27,No,Unknown,1167.0,Research & Development,4,2,Other,1,1259.0,1,0,76,3,1,Research Scientist,3,Divorced,2517.0,3208.0,1,Yes,No,11,3.0,2,,3,,2,,5,0,3,1996,1000000000.0,Yes
56,No,travel rarely,206.0,Research & Development,8,4,Life Sciences,1,1338.0,4,0,99,3,5,Manager,2,Single,,4022.0,6,Yes,No,14,3.0,1,,0,36.0,4,3.0,7,7,7,1967,1000000000.0,No
41,No,travel frequently,802.0852348993288,Sales,1,3,Marketing,1,1349.0,3,1,66,3,2,Sales Executive,1,Unknown,,4297.0,0,Yes,No,17,3.0,4,,1,,2,3.0,9,1,7,1982,1000000000.0,Yes
28,No,Unknown,736.0,Sales,26,3,Life Sciences,1,1387.0,3,0,48,2,2,Sales Executive,1,Married,,24232.0,1,Yes,No,11,3.0,3,,1,5.0,0,3.0,5,0,4,1995,1000000000.0,Yes
52,No,travel frequently,322.0,Research & Development,28,2,Other,1,1401.0,4,1,59,4,4,Manufacturing Director,3,Married,,9731.0,2,Yes,No,11,3.0,2,,1,,3,2.0,5,0,2,1971,1000000000.0,Yes
26,No,travel rarely,683.0,Research & Development,2,1,Medical,1,1407.0,1,0,36,2,1,Research Scientist,4,Single,3904.0,4050.0,0,Yes,No,12,3.0,4,,0,5.0,2,3.0,4,1,1,1997,1000000000.0,Yes
49,Yes,travel frequently,1475.0,Research & Development,28,2,Other,1,1420.0,1,0,97,2,2,Laboratory Technician,1,Unknown,,22710.0,3,Yes,No,20,4.0,1,80.0,0,20.0,2,,4,1,3,1974,1000000000.0,Yes
34,No,travel frequently,560.0,Research & Development,1,4,Other,1,1431.0,4,0,91,3,1,Research Scientist,1,Unknown,,20284.0,5,Yes,No,14,3.0,3,80.0,2,10.0,2,3.0,4,1,3,1989,1000000000.0,Yes
32,No,Unknown,802.0852348993288,Sales,7,5,Marketing,1,1446.0,4,0,97,3,2,Sales Executive,4,Unknown,9204.0,23343.0,4,Yes,No,12,3.0,3,80.0,1,7.0,3,,4,0,3,1991,1000000000.0,Yes
33,No,Unknown,802.0852348993288,Sales,7,3,Medical,1,1477.0,4,0,54,3,2,Sales Executive,1,Unknown,4373.0,17456.0,0,Yes,No,14,3.0,1,,2,5.0,2,3.0,4,0,3,1990,1000000000.0,No
29,Yes,Unknown,115.0,Sales,13,3,Other,1,1487.0,1,1,51,3,2,Sales Executive,2,Single,,17485.0,5,Yes,No,11,,1,,0,7.0,4,1.0,5,0,0,1994,1000000000.0,No
30,No,Unknown,802.0852348993288,Research & Development,16,3,Life Sciences,1,1499.0,3,0,46,3,1,Human Resources,3,Unknown,2064.0,15428.0,0,Yes,No,21,4.0,1,80.0,1,6.0,3,4.0,5,1,3,1993,1000000000.0,No
23,No,Unknown,507.0,Research & Development,11,1,Life Sciences,1,1533.0,11,0,97,3,2,Laboratory Technician,3,Single,,24812.0,0,Yes,No,14,3.0,2,,0,5.0,2,3.0,4,1,2,2000,1000000000.0,No
33,No,Unknown,575.0,Research & Development,25,3,Other,1,1545.0,4,0,44,2,2,Manufacturing Director,2,Unknown,,24152.0,1,Yes,No,13,3.0,4,,0,5.0,2,3.0,5,0,2,1990,1000000000.0,Yes
35,No,Unknown,802.0852348993288,Sales,28,4,Other,1,1554.0,2,1,98,2,1,Sales Representative,3,Married,2430.0,26204.0,0,Yes,No,23,4.0,1,,2,6.0,5,3.0,5,4,2,1988,1000000000.0,Yes
38,No,travel frequently,888.0,Research & Development,10,4,Other,1,1563.0,3,0,71,3,2,Human Resources,3,Unknown,,14814.0,3,Yes,No,11,3.0,3,,0,10.0,2,3.0,6,1,2,1985,1000000000.0,Yes
28,No,Unknown,580.0,Research & Development,27,3,Other,1,1622.0,2,1,39,1,2,Manufacturing Director,1,Divorced,4877.0,20460.0,0,Yes,No,21,4.0,2,,1,6.0,5,2.0,5,0,0,1995,1000000000.0,Yes
37,No,Unknown,671.0,Research & Development,19,3,Life Sciences,1,1631.0,3,0,85,3,2,Manufacturing Director,3,Unknown,,26493.0,3,Yes,No,17,3.0,1,,3,,2,2.0,4,0,2,1986,1000000000.0,No
24,No,Unknown,567.0,Research & Development,2,1,Technical Degree,1,1646.0,1,1,32,3,1,Research Scientist,4,Unknown,3760.0,17218.0,1,Yes,No,13,3.0,3,,0,6.0,2,3.0,6,1,3,1999,1000000000.0,No
36,No,Unknown,311.0,Research & Development,7,3,Other,1,1659.0,1,0,77,3,1,Laboratory Technician,2,Unknown,2013.0,10950.0,2,Yes,No,11,3.0,3,,0,,4,3.0,4,1,3,1987,1000000000.0,Yes
53,No,travel rarely,1395.0,Research & Development,24,4,Medical,1,1689.0,2,0,48,4,3,Healthcare Representative,4,Married,,3458.0,3,Yes,No,15,3.0,3,,0,11.0,2,3.0,4,1,2,1970,1000000000.0,No
37,No,travel frequently,1278.0,Sales,1,4,Other,1,1700.0,3,0,31,1,2,Sales Executive,4,Unknown,,7677.0,1,Yes,No,14,3.0,3,,2,6.0,2,2.0,6,1,3,1986,1000000000.0,Yes
32,No,travel rarely,371.0,Sales,19,3,Other,1,1739.0,4,0,80,1,3,Sales Executive,3,Married,,3840.0,3,Yes,No,13,3.0,3,,1,,2,1.0,4,0,2,1991,1000000000.0,No
42,No,travel rarely,855.0,Research & Development,12,3,Medical,1,1768.0,2,0,57,3,1,Laboratory Technician,2,Divorced,2766.0,8952.0,8,Yes,No,22,4.0,2,,3,7.0,6,2.0,5,0,4,1981,1000000000.0,Yes
41,No,Unknown,548.0,Research & Development,9,4,Life Sciences,1,1772.0,3,0,94,3,1,Laboratory Technician,1,Divorced,,20520.0,1,Yes,No,20,4.0,2,80.0,2,5.0,2,3.0,5,0,4,1982,1000000000.0,Yes
44,Yes,Unknown,429.0,Research & Development,1,2,Other,1,1792.0,3,0,99,3,1,Research Scientist,2,Unknown,,11092.0,1,Yes,Yes,12,3.0,3,,3,,2,2.0,5,2,3,1979,1000000000.0,Yes
39,No,Unknown,1253.0,Research & Development,10,1,Medical,1,1800.0,3,0,65,3,3,Research Director,3,Single,,7914.0,7,Yes,No,21,4.0,3,80.0,0,,3,3.0,4,2,2,1984,1000000000.0,Yes
40,No,Unknown,1194.0,Research & Development,1,3,Other,1,1822.0,3,1,52,3,2,Healthcare Representative,4,Unknown,6513.0,9060.0,4,Yes,No,17,3.0,4,,1,12.0,3,3.0,5,0,3,1983,1000000000.0,Yes
42,No,Unknown,355.0,Research & Development,10,4,Technical Degree,1,1854.0,3,0,38,3,1,Research Scientist,3,Married,,6161.0,3,Yes,No,22,4.0,2,,2,10.0,1,2.0,6,3,3,1981,1000000000.0,No
34,No,travel rarely,1480.0,Sales,4,3,Other,1,1882.0,3,0,64,3,3,Sales Executive,4,Married,,24444.0,2,Yes,Yes,13,3.0,4,,3,9.0,3,3.0,5,1,0,1989,1000000000.0,Yes
37,No,travel rarely,783.0,Research & Development,7,4,Medical,1,1885.0,4,0,78,3,2,Research Scientist,1,Unknown,4284.0,13588.0,5,Yes,No,22,4.0,3,,1,16.0,2,3.0,5,0,4,1986,1000000000.0,Yes
27,No,Unknown,1354.0,Research & Development,2,4,Technical Degree,1,1931.0,2,0,41,3,1,Research Scientist,2,Unknown,2226.0,6073.0,1,Yes,No,11,,3,,1,6.0,3,2.0,5,1,2,1996,1000000000.0,No
35,No,travel rarely,682.0,Sales,18,4,Other,1,1945.0,2,0,71,3,2,Sales Executive,1,Unknown,5561.0,15975.0,0,Yes,No,16,3.0,4,,1,,2,1.0,5,0,4,1988,1000000000.0,Yes
28,No,non travel,1103.0,Research & Development,16,3,Medical,1,1947.0,3,0,49,3,1,Research Scientist,3,Single,2144.0,2122.0,1,Yes,No,14,3.0,3,,0,5.0,3,2.0,5,1,4,1995,1000000000.0,Yes
29,No,Unknown,136.0,Research & Development,1,3,Life Sciences,1,1954.0,1,0,89,3,2,Healthcare Representative,1,Married,5373.0,6225.0,0,Yes,No,12,3.0,1,,1,6.0,5,2.0,5,0,2,1994,1000000000.0,No
54,No,Unknown,155.0,Research & Development,9,2,Other,1,1969.0,1,1,67,3,2,Research Scientist,3,Married,2897.0,22474.0,3,Yes,No,11,3.0,3,,2,9.0,6,2.0,4,2,3,1969,1000000000.0,No
24,No,travel rarely,771.0,Research & Development,41,2,Life Sciences,1,1981.0,41,0,45,2,2,Healthcare Representative,3,Single,,14120.0,1,Yes,No,12,3.0,2,,0,4.0,2,2.0,4,1,2,1999,1000000000.0,Yes
38,No,travel frequently,508.0,Research & Development,6,4,Other,1,1997.0,1,0,72,2,2,Manufacturing Director,3,Married,5321.0,14284.0,2,Yes,No,11,3.0,4,,1,10.0,1,3.0,8,7,7,1985,1000000000.0,No
42,No,Unknown,557.0,Research & Development,18,4,Other,1,1998.0,4,0,35,3,2,Research Scientist,1,Unknown,5410.0,11189.0,6,Yes,No,17,3.0,3,,1,9.0,3,2.0,4,1,2,1981,1000000000.0,Yes
41,No,Unknown,642.0,Research & Development,1,3,Life Sciences,1,1999.0,4,0,76,3,1,Research Scientist,4,Unknown,2782.0,21412.0,3,Yes,No,22,,1,,1,,3,3.0,5,1,0,1982,1000000000.0,Yes
25,No,travel rarely,1382.0,Sales,8,2,Other,1,2018.0,1,1,85,3,2,Sales Executive,3,Unknown,,13684.0,0,Yes,Yes,22,4.0,2,,1,6.0,3,2.0,5,0,4,1998,1000000000.0,Yes
50,Yes,Unknown,878.0,Sales,1,4,Other,1,2044.0,2,0,94,3,2,Sales Executive,3,Unknown,,14255.0,7,Yes,No,12,3.0,4,,2,12.0,3,,6,0,1,1973,1000000000.0,Yes
45,No,Unknown,374.0,Sales,20,3,Other,1,2046.0,4,1,50,3,2,Sales Executive,3,Unknown,4850.0,23333.0,8,Yes,No,15,3.0,3,,0,,3,3.0,5,0,1,1978,1000000000.0,Yes
35,No,travel rarely,287.0,Research & Development,1,4,Other,1,2052.0,3,1,62,1,1,Research Scientist,4,Married,,8952.0,1,Yes,No,12,3.0,4,,1,4.0,5,3.0,4,1,1,1988,1000000000.0,Yes
29,No,travel rarely,802.0852348993288,Research & Development,13,2,Other,1,2053.0,4,0,46,2,2,Laboratory Technician,2,Unknown,,23679.0,4,Yes,No,13,3.0,1,,1,10.0,2,3.0,4,0,3,1994,1000000000.0,No
34,No,Unknown,802.0852348993288,Research & Development,8,3,Other,1,2068.0,2,0,82,4,2,Laboratory Technician,3,Unknown,4404.0,10228.0,2,Yes,No,12,3.0,1,,0,,3,4.0,4,1,2,1989,1000000000.0,Yes
27,No,travel rarely,591.0,Research & Development,2,1,Other,1,7.0,1,0,40,3,1,Laboratory Technician,2,Married,,16632.0,9,Yes,No,12,3.0,4,80.0,1,6.0,3,3.0,2,2,2,1996,1000000000.0,No
31,No,Unknown,670.0,Research & Development,26,1,Other,1,16.0,1,0,Not Available,3,1,Research Scientist,3,Divorced,,15170.0,1,Yes,No,17,3.0,4,,1,5.0,1,2.0,5,4,3,1992,1000000000.0,Yes
34,No,travel rarely,1346.0,Research & Development,38,2,Other,1,18.0,2,0,93,3,1,Laboratory Technician,4,Divorced,,8758.0,0,Yes,No,11,3.0,3,,1,3.0,2,3.0,2,1,2,1989,1000000000.0,Yes
28,Yes,travel rarely,103.0,Research & Development,24,3,Life Sciences,1,19.0,3,0,50,2,1,Laboratory Technician,3,Single,,12947.0,5,Yes,Yes,14,3.0,2,,0,6.0,4,3.0,4,0,3,1995,1000000000.0,Yes
32,No,travel rarely,334.0,Research & Development,5,2,Other,1,21.0,1,0,80,4,1,Research Scientist,2,Divorced,,15053.0,0,Yes,Yes,12,3.0,4,80.0,2,7.0,5,2.0,6,0,5,1991,1000000000.0,Yes
38,No,Unknown,371.0,Research & Development,2,3,Life Sciences,1,24.0,4,0,45,3,1,Research Scientist,4,Single,3944.0,4306.0,5,Yes,Yes,11,3.0,3,,0,6.0,3,3.0,3,1,2,1985,1000000000.0,Yes
24,No,Unknown,673.0,Research & Development,11,2,Other,1,26.0,1,1,96,4,2,Manufacturing Director,3,Unknown,,8232.0,0,Yes,No,18,3.0,4,,1,5.0,5,2.0,4,1,3,1999,1000000000.0,Yes
34,Yes,Unknown,699.0,Research & Development,6,1,Other,1,31.0,2,0,83,3,1,Research Scientist,1,Single,2960.0,17102.0,2,Yes,No,11,3.0,3,,0,,2,3.0,4,1,3,1989,1000000000.0,Yes
32,Yes,travel frequently,802.0852348993288,Research & Development,16,1,Other,1,33.0,2,1,72,1,1,Research Scientist,1,Unknown,,4681.0,1,Yes,No,22,,2,,0,,5,3.0,10,6,7,1991,1000000000.0,No
46,No,travel rarely,705.0,Research & Development,2,4,Marketing,1,38.0,2,1,83,3,5,Manager,1,Single,18947.0,22822.0,3,Yes,No,12,3.0,4,,0,22.0,2,2.0,2,2,1,1977,1000000000.0,No
44,No,Unknown,1459.0,Research & Development,10,4,Other,1,40.0,4,0,41,3,2,Healthcare Representative,4,Married,6465.0,19121.0,2,Yes,No,13,3.0,4,,0,,5,4.0,4,1,3,1979,1000000000.0,No
50,Yes,travel rarely,802.0852348993288,Sales,3,2,Other,1,47.0,1,0,86,2,1,Sales Representative,3,Married,2683.0,3810.0,1,Yes,No,14,3.0,3,,0,3.0,2,3.0,3,0,2,1973,1000000000.0,Yes
35,No,Unknown,890.0,Sales,2,3,Marketing,1,49.0,4,1,97,3,1,Sales Representative,4,Married,2014.0,9687.0,1,Yes,No,13,3.0,1,,0,2.0,3,3.0,2,2,2,1988,1000000000.0,Yes
28,Yes,Unknown,1434.0,Research & Development,5,4,Other,1,65.0,3,0,50,3,1,Laboratory Technician,3,Single,3441.0,11179.0,1,Yes,Yes,13,,3,,0,2.0,3,2.0,2,2,2,1995,1000000000.0,Yes
26,No,Unknown,1443.0,Sales,22,3,Other,1,72.0,22,1,47,2,2,Sales Executive,4,Married,,21436.0,7,Yes,Yes,19,3.0,3,,1,5.0,2,2.0,2,0,0,1997,1000000000.0,No
35,No,Unknown,664.0,Research & Development,31,3,Medical,1,88.0,2,0,79,3,1,Research Scientist,1,Married,,5868.0,4,Yes,No,13,3.0,4,,1,5.0,2,2.0,3,1,2,1988,1000000000.0,Yes
37,No,travel rarely,397.0,Research & Development,20,4,Medical,1,102.0,1,0,30,3,3,Research Director,3,Unknown,13664.0,25258.0,4,Yes,No,13,,1,80.0,0,,3,4.0,5,0,2,1986,1000000000.0,Yes
46,No,travel rarely,802.0852348993288,Research & Development,38,2,Medical,1,103.0,38,0,80,3,2,Human Resources,2,Divorced,5021.0,10425.0,8,Yes,Yes,22,4.0,4,80.0,1,,2,3.0,4,0,2,1977,1000000000.0,Yes
34,No,travel rarely,1153.0,Research & Development,1,2,Medical,1,110.0,1,0,94,3,2,Manufacturing Director,2,Married,,17736.0,1,Yes,No,15,3.0,3,80.0,0,,2,3.0,5,1,3,1989,1000000000.0,Yes
51,No,travel rarely,432.0,Research & Development,9,4,Other,1,116.0,4,0,96,3,1,Laboratory Technician,4,Unknown,,18725.0,3,Yes,No,23,4.0,2,,2,10.0,4,3.0,4,0,3,1972,1000000000.0,Yes
24,No,travel rarely,1353.0,Sales,3,2,Other,1,128.0,1,1,33,3,2,Sales Executive,3,Married,,17519.0,0,Yes,No,21,4.0,1,,1,4.0,2,2.0,3,0,2,1999,1000000000.0,Yes
44,No,Unknown,489.0,Research & Development,23,3,Other,1,132.0,2,0,Not Available,3,2,Laboratory Technician,2,Married,,25043.0,4,Yes,No,12,3.0,3,,1,,3,4.0,3,1,2,1979,1000000000.0,Yes
37,Yes,travel rarely,807.0,Research & Development,6,4,Human Resources,1,133.0,3,0,63,3,1,Human Resources,1,Divorced,,23648.0,4,Yes,No,22,4.0,4,,0,,3,3.0,3,0,2,1986,1000000000.0,Yes
25,No,Unknown,1280.0,Research & Development,7,1,Other,1,143.0,4,0,Not Available,2,1,Research Scientist,4,Married,,26897.0,1,Yes,No,11,3.0,3,,2,,2,,2,2,1,1998,1000000000.0,Yes
43,No,Unknown,957.0,Research & Development,26,3,Medical,1,171.0,2,1,72,4,1,Research Scientist,3,Single,4739.0,16090.0,4,Yes,No,12,3.0,4,,0,,2,3.0,3,1,2,1980,1000000000.0,Yes
31,Yes,travel rarely,542.0,Sales,20,3,Other,1,175.0,2,1,71,1,2,Sales Executive,3,Unknown,,24788.0,3,Yes,Yes,11,3.0,3,,1,4.0,2,3.0,2,2,2,1992,1000000000.0,Yes
36,No,Unknown,216.0,Research & Development,6,2,Medical,1,178.0,2,0,84,3,2,Manufacturing Director,2,Divorced,,2819.0,6,Yes,No,20,4.0,4,,2,7.0,0,3.0,3,0,1,1987,1000000000.0,No
51,Yes,travel frequently,1150.0,Research & Development,16,4,Other,1,179.0,1,0,53,1,3,Manufacturing Director,4,Unknown,10650.0,25150.0,2,Yes,No,15,3.0,4,,0,18.0,2,3.0,4,0,3,1972,1000000000.0,No
38,No,travel rarely,364.0,Research & Development,3,5,Technical Degree,1,193.0,4,1,32,3,2,Research Scientist,3,Unknown,4317.0,2302.0,3,Yes,Yes,20,4.0,2,,0,19.0,2,,3,2,2,1985,1000000000.0,No
30,No,travel rarely,201.0,Research & Development,5,3,Technical Degree,1,197.0,4,1,84,3,1,Research Scientist,1,Divorced,,10415.0,5,Yes,No,14,,4,,1,8.0,3,3.0,3,2,2,1993,1000000000.0,Yes
27,No,non travel,691.0,Research & Development,9,3,Medical,1,218.0,4,0,57,3,1,Research Scientist,2,Unknown,2024.0,5970.0,6,Yes,No,18,3.0,4,80.0,1,,1,1.0,2,2,2,1996,1000000000.0,Yes
28,No,Unknown,440.0,Research & Development,21,3,Medical,1,221.0,3,0,42,3,1,Research Scientist,4,Married,,6672.0,1,Yes,No,11,3.0,3,,1,5.0,2,1.0,5,0,2,1995,1000000000.0,Yes
27,No,Unknown,1157.0,Research & Development,17,3,Other,1,233.0,3,0,51,3,1,Research Scientist,2,Unknown,3058.0,13364.0,0,Yes,No,16,3.0,4,,1,6.0,3,2.0,5,1,1,1996,1000000000.0,Yes
56,No,travel rarely,713.0,Research & Development,8,3,Life Sciences,1,241.0,3,1,67,3,1,Research Scientist,1,Divorced,,13939.0,4,Yes,No,18,3.0,3,80.0,1,,3,,2,2,2,1967,1000000000.0,Yes
38,No,travel rarely,802.0852348993288,Research & Development,9,2,Other,1,245.0,3,1,75,3,1,Laboratory Technician,4,Single,,6319.0,1,Yes,No,12,,3,,0,,3,,2,2,1,1985,1000000000.0,Yes
31,No,travel rarely,140.0,Research & Development,12,1,Medical,1,246.0,3,1,95,3,1,Research Scientist,4,Unknown,3929.0,6984.0,8,Yes,No,23,4.0,3,80.0,1,7.0,0,3.0,4,0,2,1992,1000000000.0,Yes
34,No,travel rarely,629.0,Research & Development,27,2,Medical,1,247.0,4,1,95,3,1,Research Scientist,2,Unknown,,5711.0,2,Yes,No,15,3.0,4,,0,9.0,3,3.0,3,1,2,1989,1000000000.0,Yes
50,No,Unknown,328.0,Research & Development,1,3,Other,1,249.0,3,0,86,2,1,Laboratory Technician,3,Unknown,,3425.0,2,Yes,No,15,3.0,4,,1,,2,2.0,3,0,2,1973,1000000000.0,No
53,No,Unknown,1084.0,Research & Development,13,2,Other,1,250.0,4,1,Not Available,4,2,Manufacturing Director,1,Divorced,,26250.0,1,Yes,No,11,3.0,3,,2,5.0,3,3.0,4,1,3,1970,1000000000.0,No
35,No,travel frequently,802.0852348993288,Research & Development,24,3,Medical,1,269.0,2,1,37,3,2,Laboratory Technician,2,Single,4425.0,15986.0,5,Yes,No,11,3.0,4,,0,,5,3.0,6,1,2,1988,1000000000.0,Yes
40,No,Unknown,1151.0,Research & Development,10,5,Life Sciences,1,287.0,4,0,63,2,2,Healthcare Representative,4,Unknown,,14242.0,9,Yes,No,14,3.0,4,80.0,1,5.0,5,1.0,3,0,2,1983,1000000000.0,Yes
46,No,Unknown,644.0,Research & Development,1,4,Other,1,288.0,4,0,Not Available,3,3,Healthcare Representative,1,Unknown,,12368.0,7,Yes,No,16,3.0,3,80.0,1,17.0,3,3.0,4,0,3,1977,1000000000.0,Yes
30,Yes,Unknown,1005.0,Research & Development,3,3,Technical Degree,1,297.0,4,1,88,3,1,Research Scientist,1,Unknown,2657.0,8556.0,5,Yes,Yes,11,3.0,3,,0,8.0,5,3.0,5,0,4,1993,1000000000.0,Yes
54,No,Unknown,1147.0,Sales,3,3,Other,1,303.0,4,1,52,3,2,Sales Executive,1,Married,5940.0,17011.0,2,Yes,No,14,3.0,4,,1,16.0,4,3.0,6,0,5,1969,1000000000.0,No
33,No,travel rarely,147.0,Research & Development,4,4,Other,1,305.0,3,1,47,2,1,Research Scientist,2,Married,2622.0,13248.0,6,Yes,No,21,4.0,4,,0,,3,3.0,3,1,1,1990,1000000000.0,Yes
52,No,travel rarely,1323.0,Research & Development,2,3,Other,1,316.0,3,1,89,2,1,Laboratory Technician,4,Single,3212.0,3300.0,7,Yes,No,15,3.0,2,,0,,3,2.0,2,2,2,1971,1000000000.0,Yes
39,No,Unknown,1431.0,Research & Development,24,4,Medical,1,332.0,24,1,96,3,1,Laboratory Technician,3,Divorced,,15417.0,7,Yes,No,14,3.0,3,80.0,3,7.0,1,3.0,3,1,2,1984,1000000000.0,No
31,No,Unknown,1327.0,Research & Development,3,4,Medical,1,337.0,2,0,73,3,3,Research Director,3,Divorced,,13523.0,9,Yes,No,12,3.0,1,,1,,3,3.0,2,2,2,1992,1000000000.0,Yes
33,No,travel rarely,832.0,Research & Development,5,4,Life Sciences,1,338.0,3,1,63,2,1,Research Scientist,4,Married,2911.0,14776.0,1,Yes,No,13,3.0,3,,1,2.0,2,2.0,2,0,2,1990,1000000000.0,Yes
45,No,Unknown,1199.0,Research & Development,23,4,Life Sciences,1,341.0,1,0,77,4,2,Manufacturing Director,3,Unknown,,5118.0,4,Yes,No,17,3.0,4,,1,9.0,1,3.0,3,0,2,1978,1000000000.0,Yes
42,No,Unknown,916.0,Research & Development,17,2,Other,1,347.0,4,1,82,4,2,Research Scientist,1,Single,,23016.0,3,Yes,Yes,13,3.0,3,,0,,1,3.0,3,0,2,1981,1000000000.0,Yes
29,No,Unknown,1247.0,Sales,19,2,Marketing,1,349.0,4,0,45,3,2,Sales Executive,4,Divorced,6931.0,10732.0,2,Yes,No,14,3.0,4,,1,,2,3.0,3,0,2,1994,1000000000.0,No
25,No,travel rarely,685.0,Research & Development,1,3,Other,1,350.0,1,1,62,3,2,Manufacturing Director,3,Married,,7505.0,0,Yes,No,12,3.0,4,,2,5.0,3,3.0,4,1,2,1998,1000000000.0,No
32,No,Unknown,128.0,Research & Development,2,1,Other,1,362.0,4,0,84,2,2,Laboratory Technician,1,Unknown,2176.0,19737.0,4,Yes,No,13,3.0,4,80.0,0,9.0,5,3.0,6,0,4,1991,1000000000.0,No
21,No,travel rarely,996.0,Research & Development,3,2,Other,1,379.0,4,0,100,2,1,Research Scientist,3,Single,3230.0,10531.0,1,Yes,No,17,3.0,1,80.0,0,,4,4.0,3,1,0,2002,1000000000.0,No
37,No,non travel,728.0,Research & Development,1,4,Medical,1,380.0,1,1,80,3,3,Research Director,4,Divorced,,11677.0,2,Yes,Yes,18,3.0,1,,2,,2,3.0,5,0,2,1986,1000000000.0,No
38,No,travel rarely,688.0,Research & Development,23,4,Life Sciences,1,393.0,4,0,82,3,2,Healthcare Representative,4,Unknown,,18899.0,9,Yes,No,14,3.0,2,80.0,1,,2,3.0,2,1,2,1985,1000000000.0,No
26,Yes,travel rarely,1449.0,Research & Development,16,4,Medical,1,394.0,1,0,45,3,1,Laboratory Technician,2,Divorced,,14180.0,2,Yes,Yes,13,3.0,4,80.0,1,,2,3.0,3,0,2,1997,1000000000.0,No
49,No,Unknown,636.0,Research & Development,10,4,Life Sciences,1,396.0,3,1,Not Available,3,5,Research Director,1,Single,18665.0,25594.0,9,Yes,Yes,11,3.0,4,,0,,4,3.0,3,1,2,1974,1000000000.0,Yes
37,No,travel frequently,889.0,Research & Development,9,3,Medical,1,403.0,2,0,53,3,1,Research Scientist,4,Married,,11411.0,1,Yes,No,12,3.0,3,80.0,3,,3,2.0,4,1,2,1986,1000000000.0,No
31,No,travel rarely,691.0,Research & Development,11,4,Other,1,423.0,11,0,86,3,1,Research Scientist,4,Married,,10077.0,0,Yes,No,12,3.0,3,,1,,4,3.0,5,0,3,1992,1000000000.0,Yes
31,No,travel rarely,106.0,Research & Development,2,3,Human Resources,1,424.0,1,0,62,2,2,Human Resources,1,Unknown,6410.0,17822.0,3,Yes,No,12,3.0,4,,0,,1,3.0,2,1,0,1992,1000000000.0,No
52,Yes,Unknown,723.0,Research & Development,17,4,Medical,1,433.0,17,0,85,2,2,Research Scientist,2,Unknown,4941.0,17747.0,2,Yes,No,15,,1,80.0,0,11.0,3,2.0,8,7,7,1971,1000000000.0,No
28,Yes,Unknown,1157.0,Research & Development,2,4,Medical,1,440.0,1,0,84,1,1,Research Scientist,4,Married,,24737.0,5,Yes,Yes,13,3.0,4,,0,,4,2.0,3,2,2,1995,1000000000.0,Yes
47,No,travel rarely,1482.0,Research & Development,5,5,Other,1,447.0,4,0,42,3,5,Research Director,3,Married,,16375.0,4,Yes,No,11,3.0,2,80.0,1,21.0,2,3.0,3,1,1,1976,1000000000.0,No
29,No,Unknown,738.0,Research & Development,9,5,Other,1,455.0,2,0,30,2,1,Laboratory Technician,4,Unknown,3983.0,7621.0,0,Yes,No,17,3.0,3,80.0,0,4.0,2,,3,2,2,1994,1000000000.0,Yes
37,No,Unknown,1192.0,Research & Development,5,2,Medical,1,460.0,4,0,61,3,2,Manufacturing Director,4,Unknown,6347.0,23177.0,7,Yes,No,16,3.0,3,,2,8.0,2,2.0,6,0,4,1986,1000000000.0,Yes
23,No,Unknown,1309.0,Research & Development,26,1,Other,1,465.0,3,0,83,3,1,Research Scientist,4,Unknown,2904.0,16092.0,1,Yes,No,12,3.0,3,,2,,2,2.0,4,0,2,2000,1000000000.0,No
